"Vertical Axis: Sent/Received Requests/s","Horizontal Axis: Time since start of test [s] (time values are fractions of a day)"
"11.3804008610033","2.08212807846972",""
"16.6905282654639","2.82481892029589",""
"22.0610144585415","4.09647552206011",""
"27.3753468667107","4.89246459425074",""
"32.6844962139043","6.02735058008258",""
"38.0240402062273","6.92945425364095",""
"43.3286194195072","7.91774744631247",""
"48.6398262907716","8.84923889817443",""
"53.972121875825","9.93947252801602",""
"59.2876094587441","10.9115474708181",""
"64.5997675682245","11.6713731131134",""
"69.9128959127487","12.6103103363531",""
"74.9727426251102","13.4391883076567",""
"80.2828063343246","14.5008118877368",""
"85.6082219946949","15.3979043367271",""
"90.9102318870136","16.2203212272105",""
"96.2353204108343","17.4645515403537",""
"101.564587678043","17.8261436510601",""
"106.898962577646","18.7464047366769",""
"112.21906080242","19.5485728415791",""
"117.532543102545","19.5729173594759",""
"122.600518501653","19.7318486776134",""
"127.684812175849","20.8485879121613",""
"132.748024120384","18.565347742563",""
"138.100646590558","19.6166150101472",""
"143.43646552844","25.8630237353406",""
"148.761293404609","26.2920096705196",""
"153.84051548451","27.9570970446776",""
"158.919006465906","26.9771584236221",""
"163.996751542445","28.9499521840885",""
"169.339778938385","27.8869722967199",""
"174.672664821926","28.502450984886",""
"180.022542809212","28.2256222405527",""
"185.35322087025","29.0770617020414",""
"190.697460152058","29.1903997755136",""
"196.076830993883","29.1856798534787",""
"201.421446301136","28.8141154005338",""
"206.753832400487","28.8807405751064",""
"212.123625209349","29.2377108071437",""
"217.460579766423","29.0428945684821",""
"222.542406646655","29.5170333556837",""
"227.875876962016","28.8743415732639",""
"232.957495435872","28.927875847541",""
"238.324220536409","29.440760584761",""
"243.669150408781","30.3091860957464",""
"249.012725360346","28.2583434609887",""
"254.091037268703","28.3559807879654",""
"259.183293128037","28.2783265367007",""
"264.529280676734","28.8067447872588",""
"269.86147373479","28.693750501657",""
"275.189395858971","28.9045355298791",""
"280.53384326779","29.5634858862463",""
"285.872084580582","27.7245882113133",""
"291.220680840721","27.8585158354128",""
"296.565833087725","28.9983249496319",""
"301.653894559225","28.1051267216743",""
"306.986649979257","29.0657484899632",""
"312.315428357515","29.2750530824576",""
"317.383148975638","28.2182951048315",""
"322.720614491507","27.7285962058435",""
"327.801909181195","29.7169420085858",""
"332.863827106518","28.0526963891443",""
"337.944467802472","28.736621679387",""
"343.064138877986","28.9082286078982",""
"348.404177346562","27.7152851931269",""
"353.485348277505","28.5367843351571",""
"358.552895689257","28.0219576604943",""
"363.898107161664","28.6238388478013",""
"369.229914695862","27.9456237051264",""
"374.580662346751","28.9680036472267",""
"379.656511651621","28.7638286799077",""
"384.993465370599","27.5438819510934",""
"390.322709171138","28.1466680226313",""
"395.41314943659","28.8776197439451",""
"400.759929544118","28.0551163439944",""
"406.126253755715","27.2085577594933",""
"411.204437156119","28.3566874439693",""
"416.286633357033","29.121377326436",""
"421.63184427071","29.1851058434286",""
"426.95858495982","28.3476822228818",""
"432.294223986568","28.6751873281595",""
"437.622679698118","28.3385031889194",""
"442.972925329895","29.7183656967138",""
"448.303251111524","28.7038083213575",""
"453.638795992228","27.9260253720256",""
"458.966222522695","30.2210592433329",""
"464.317558516515","28.030472735804",""
"469.653294482958","28.2998385607793",""
"474.982880226397","29.4583137508441",""
"480.295844583599","28.797567654413",""
"485.624047749085","29.0905555356024",""
"490.703053600388","29.3373518032565",""
"496.076218346186","27.5449573228705",""
"501.417035964068","27.8984873260523",""
"506.745705669296","27.7743798687952",""
"512.109321156739","28.3391907709666",""
"517.465073354295","28.0076677736926",""
"522.807937880373","26.0164462179043",""
"528.155125860968","28.9872016391632",""
"533.243881275414","27.905087912804",""
"538.331279254766","28.1087582151717",""
"543.677940911485","29.7382850320427",""
"549.047234774252","27.7504855339323",""
"554.141111230617","28.8583201375082",""
"559.202791974958","27.8564505086112",""
"564.273368822015","27.6103575362194",""
"569.356865188173","28.3270662064472",""
"574.432946924819","28.1714251041758",""
"579.51632875128","28.1310059533597",""
"584.847848539409","32.6361916249746",""
"590.182020619939","59.6158118774271",""
"595.541907421195","52.9863400226719",""
