"Vertical Axis: Hits/s - Clicks/s","Horizontal Axis: Time Since Start of Test [s] (time values are fractions of a day)"
"0","0",""
"5.78200004529208","0.990618590429596",""
"10.8600000618026","1.77414592128895",""
"15.9380000783131","2.55649337913704",""
"21.0629999404773","3.51832708601639",""
"26.1879998026416","4.28673205907145",""
"31.3130002934486","5.07106993342912",""
"36.4380001556128","5.26709776324258",""
"41.6570003377274","6.70248242715273",""
"46.7970002442598","7.60679597393396",""
"51.9070000620559","7.42084791181926",""
"57.1250000735745","9.01471209481686",""
"62.2660001507029","9.91115177249642",""
"67.4070002278313","10.3193607362217",""
"72.6100001949817","10.3856336587164",""
"77.8439997928217","11.4442862573418",""
"83.0940002342686","12.2131165457053",""
"88.3909998927265","12.8144198869025",""
"93.5630002291873","13.530954480695",""
"98.7969998270273","13.1826262796411",""
"104.110000329092","14.3318941140467",""
"109.313000296243","14.0161891094732",""
"114.73499990534","14.4025181921706",""
"120.032000192441","14.3119061123153",""
"125.391000369564","14.9513229243096",""
"130.719000287354","14.4256673334183",""
"136.015999945812","14.5539163993366",""
"141.328999819234","14.8862921630097",""
"146.73499984201","15.1451549595929",""
"152.032000129111","14.3488404512358",""
"157.421999936923","14.825441371801",""
"162.734999810345","14.7194177404498",""
"168.0789999431","15.3216669729023",""
"173.360000015236","14.5906901300698",""
"178.657000302337","13.9621725249586",""
"183.890999900177","14.7154536762264",""
"189.296999922954","15.5446097363439",""
"194.499999890104","14.9942185654535",""
"199.82899997849","14.2520094204723",""
"205.093999835663","15.3687465294276",""
"210.547000332735","14.8787297128509",""
"215.79700014554","15.2332440146062",""
"221.171999908984","14.8534084632346",""
"226.516000041738","14.8101941465116",""
"231.875000218861","15.8556315752173",""
"237.079000356607","15.1836422252979",""
"242.547000269406","15.1587189096172",""
"247.828999883495","15.3566952881558",""
"253.204000275582","15.2349802362822",""
"258.594000083394","15.0326503196879",""
"263.843999896199","15.4167329982035",""
"269.188000028953","14.5973624163305",""
"274.390999996103","15.0063738435819",""
"279.828999820165","15.2530493162645",""
"285.329000162892","15.6439883682722",""
"290.672000125051","15.3360212574785",""
"295.906999893487","15.4943222480535",""
"301.219000224955","15.0520708058675",""
"306.547000142746","14.8107751322072",""
"312.04699985683","16.1908887814622",""
"317.312999884598","14.8041446481549",""
"322.703999863006","15.0423023199156",""
"327.969000348821","15.3781156735318",""
"333.23500037659","15.383566015602",""
"338.515999820083","15.5128839472296",""
"343.969000317156","15.2446984022537",""
"349.282000190578","14.8758848310129",""
"354.641000367701","15.6720021765962",""
"360.187999927439","15.2990907423808",""
"365.672000055201","15.4840873273073",""
"371.124999923632","15.6054928982648",""
"376.657000067644","15.5375369964346",""
"382.109999936074","15.0481310717527",""
"387.594000063837","15.489792161454",""
"392.968999827281","15.4411890280965",""
"398.374999850057","15.5257843810336",""
"403.797000087798","15.3272540154163",""
"409.07900033053","15.3139003907976",""
"414.374999818392","15.4795608595571",""
"419.688000320457","15.2548568361368",""
"425.157000403851","15.7337852490558",""
"430.50000036601","14.9678803027869",""
"435.828999825753","15.6029125392696",""
"441.157000372186","15.0094908834842",""
"446.625000284985","15.8899551911208",""
"452.016000263393","15.5759199609247",""
"457.391000026837","14.8970890748476",""
"462.843999895267","14.829495133642",""
"468.204000242986","15.8708527888575",""
"473.500000359491","15.3075553005439",""
"479.000000073574","15.6113058518194",""
"484.422000311315","14.7578807257059",""
"489.735000184737","15.2687216357503",""
"495.031999843195","15.0803014905961",""
"500.391000020318","16.0430688265199",""
"505.797000043094","15.009112835634",""
"511.171999806538","15.4268637157183",""
"516.515999939293","15.1769312414584",""
"521.860000072047","15.1408674441721",""
"527.141000144184","15.5411922270395",""
"532.407000171952","15.000246128241",""
"537.718999874778","15.4047369656872",""
"543.046999792568","15.2160637675991",""
"548.438000399619","15.3873334557681",""
"554.000000003725","14.7335822103966",""
"559.437999827787","15.8583430108069",""
"564.906999911182","15.1490526049571",""
"570.157000352629","15.0634773867569",""
"575.500000314787","15.8891454151273",""
"580.875000078231","14.7235755751474",""
"586.234999797307","16.0338128949326",""
"591.640999820083","14.9850401884557",""
"597.063000057824","15.8414830064501",""
