"Vertical Axis: Time [ms]","Horizontal Axis: Time Since Start of Test [s] (time values are fractions of a day)"
"0","0",""
"5.78200004529208","230.6",""
"10.8600000618026","224.777777777778",""
"15.9380000783131","223.923076923077",""
"21.0629999404773","225.888888888889",""
"26.1879998026416","224.318181818182",""
"31.3130002934486","264.5",""
"36.4380001556128","251.962962962963",""
"41.6570003377274","245.171428571429",""
"46.7970002442598","283.871794871795",""
"51.9070000620559","291",""
"57.1250000735745","264.276595744681",""
"62.2660001507029","264.823529411765",""
"67.4070002278313","268.88679245283",""
"72.6100001949817","290.648148148148",""
"77.8439997928217","358.683333333333",""
"83.0940002342686","345.15625",""
"88.3909998927265","348.867647058824",""
"93.5630002291873","387.028571428571",""
"98.7969998270273","420.63768115942",""
"104.110000329092","435.684210526316",""
"109.313000296243","483.424657534247",""
"114.73499990534","544.794871794872",""
"120.032000192441","619.315789473684",""
"125.391000369564","695.4625",""
"130.719000287354","703.688311688312",""
"136.015999945812","813.25974025974",""
"141.328999819234","875.240506329114",""
"146.73499984201","962.378048780488",""
"152.032000129111","1009.55263157895",""
"157.421999936923","1101.8",""
"162.734999810345","1150.05128205128",""
"168.0789999431","1209.67073170732",""
"173.360000015236","1300.87012987013",""
"178.657000302337","1395.91891891892",""
"183.890999900177","1488.57142857143",""
"189.296999922954","1588.64285714286",""
"194.499999890104","1582.58974358974",""
"199.82899997849","1574.32894736842",""
"205.093999835663","1706.96296296296",""
"210.547000332735","1749.59259259259",""
"215.79700014554","1802.7875",""
"221.171999908984","1879.85",""
"226.516000041738","1966.37974683544",""
"231.875000218861","2000.18823529412",""
"237.079000356607","2125.74683544304",""
"242.547000269406","2119.49397590361",""
"247.828999883495","2249.61728395062",""
"253.204000275582","2245.28048780488",""
"258.594000083394","2372.50617283951",""
"263.843999896199","2455.87654320988",""
"269.188000028953","2485.23076923077",""
"274.390999996103","2607.60256410256",""
"279.828999820165","2686.18072289157",""
"285.329000162892","2711.46511627907",""
"290.672000125051","2641.82926829268",""
"295.906999893487","2856.06172839506",""
"301.219000224955","3057.7625",""
"306.547000142746","3184.21518987342",""
"312.04699985683","2945.23595505618",""
"317.312999884598","3288.64102564103",""
"322.703999863006","3087.86419753086",""
"327.969000348821","3409.12345679012",""
"333.23500037659","3333.92592592593",""
"338.515999820083","3392.79268292683",""
"343.969000317156","3546.28915662651",""
"349.282000190578","3417.55696202532",""
"354.641000367701","3844.5119047619",""
"360.187999927439","3638.18823529412",""
"365.672000055201","3808.65882352941",""
"371.124999923632","3775.98823529412",""
"376.657000067644","3858.76744186047",""
"382.109999936074","4064.86585365854",""
"387.594000063837","3976.03529411765",""
"392.968999827281","4264.92771084337",""
"398.374999850057","4137.75",""
"403.797000087798","4194.5421686747",""
"409.07900033053","4424.07407407407",""
"414.374999818392","4402.67073170732",""
"419.688000320457","4518.27160493827",""
"425.157000403851","4490.27906976744",""
"430.50000036601","4780.8375",""
"435.828999825753","4619.12048192771",""
"441.157000372186","4558.0125",""
"446.625000284985","4949.1724137931",""
"452.016000263393","4924.25",""
"457.391000026837","5105.8375",""
"462.843999895267","5104.44444444444",""
"468.204000242986","5133.29411764706",""
"473.500000359491","5308.30864197531",""
"479.000000073574","5232.98837209302",""
"484.422000311315","5393.3375",""
"489.735000184737","5374.92592592593",""
"495.031999843195","5458.675",""
"500.391000020318","5377.24418604651",""
"505.797000043094","5355.54320987654",""
"511.171999806538","5506.19277108434",""
"516.515999939293","5482.40740740741",""
"521.860000072047","5369.58024691358",""
"527.141000144184","5322.31707317073",""
"532.407000171952","5698.32911392405",""
"537.718999874778","5300.68292682927",""
"543.046999792568","5457.74074074074",""
"548.438000399619","5435.19277108434",""
"554.000000003725","5521.0243902439",""
"559.437999827787","5365.48837209302",""
"564.906999911182","5315.38554216867",""
"570.157000352629","5541.81012658228",""
"575.500000314787","5222.85882352941",""
"580.875000078231","5577.41772151899",""
"586.234999797307","5306.05813953488",""
"591.640999820083","5402.45679012346",""
"597.063000057824","5330.59302325581",""
